form,smiles,MW,logP,HBD,HBA,QED,lipinski_pass
mature,Cc1csc(C(=O)C(=O)NC(Cc2ccccc2)C(=O)NC(CC(C)C)C(=O)O)n1,431.5,1.98,3,6,0.39,1
mature,CCC(SSCC(C#N)NC(=O)OCCc1ccccc1)C(=O)/C=C/C(C)=O,420.6,3.72,1,7,0.406,1
mature,CCC(NC(=O)C(C#N)CSc1ccccc1)C(=O)N1CCCC1,345.5,2.44,1,4,0.77,1
mature,CCSC[C@@H](C#N)NC(=O)C(Cc1ccccc1)C(CC(C)C)NC(/C=C/c1ccccc1)C(=O)NCC(=O)OCc1ccccc1,654.9,5.55,3,7,0.145,0
mature,O=S(=O)(Nc1cccc(C(F)(F)F)c1)c1cccc(Cl)c1,335.7,4.16,1,2,0.915,1
mature,CC(C)[C@H](NC(=O)Oc1ccccc1)[C@@H](O)CCCNC(=O)CCCc1ccccc1,426.6,4.08,3,4,0.446,1
mature,CC(=O)NC(CCc1ccccc1)C(=O)NC(Cc1ccsc1)C(=O)NC(=O)OC(C)C,459.6,2.57,3,6,0.505,1
mature,CC(C)C(NC(=O)C(=O)NC(C(=O)OCc1ccccc1)c1ccccc1)C(=O)OCc1ccccc1,502.6,3.47,2,6,0.324,0
mature,CC(C)[C@@H](NC(=O)C(CS)NC(=O)OCc1ccccc1)c1ccccc1,386.5,3.72,3,4,0.606,1
mature,CN1CCN(C(=S)Nc2ccc(-c3cccc(Cl)c3)cc2)CC1,345.9,3.95,1,2,0.83,1
mature,CCC(C)C(=O)C(Cc1ccc(-c2ccc(OC)cc2)cc1)SCC(=O)NC(=O)C(N)Cc1ccccc1,532.7,4.83,2,6,0.327,0
mature,CSCCOC(=O)C(C)N(C)C#N,202.3,0.69,0,5,0.284,1
mature,O=C(NC(Cc1ccccc1)C(=O)NCCCc1ccccc1)OCc1ccccc1,416.5,4.27,2,3,0.485,1
mature,CCCC(NC(=O)C(Cc1ccccc1)NC(=O)OCC)C(=O)NC(=O)Cc1ccccc1,453.5,2.51,3,5,0.484,1
mature,CCOC(=O)NC(Cc1ccccc1)C(=O)C=CS(=O)(=O)CCC(C)C,381.5,2.89,1,5,0.63,1
mature,C=CC(=O)NC(C(=O)N[C@@H](C=CC(C)C)c1ccccc1/C=C/S(=O)(=O)F)c1ccccc1,470.6,4.37,2,4,0.306,1
mature,CCSCCC(=O)NC(CC(C)C)C(=O)N[C@H](CC#N)Cc1ccccc1,389.6,3.3,2,4,0.537,1
mature,N#CC[C@@H](C#N)NC(=O)C(Cc1ccccc1)NC(=O)OCCC1CCc2ccccc2C1,444.5,3.44,2,5,0.615,1
mature,N#CC1(C(=O)NC(Cc2ccccc2)C(=O)C(Cc2ccccc2)NC(=O)OCc2ccccc2)CC1,495.6,4.12,2,5,0.416,1
mature,O=C(NCc1ccc(-c2ccccc2)cc1)C(CCc1ccccc1)NC(=O)C1CCO1,428.5,3.88,2,3,0.544,1
mature,CCC1(NC(=O)C(CCc2ccccc2)NC(=O)c2sccc2C#N)C(=O)NCCc2ccccc21,500.6,3.44,3,5,0.44,0
mature,COC(=O)C(CCc1ccccc1)NC(=O)C(Cc1ccccc1)N1CCCCC1C(=O)O,452.6,2.83,2,5,0.538,1
mature,N#CC1(NC(=O)C(Cc2ccc(-c3ccccc3)cc2)C[C@@H](O)Cc2ccccc2)CC1,424.5,4.68,2,3,0.524,1
mature,N#CC[C@@H](NC(=O)C1CCC[C@@H]1c1cc(-c2ccccc2)[nH]n1)c1ccccc1,384.5,4.73,2,3,0.644,1
mature,N#CCNC(=O)C(Cc1ccccc1)C(=O)NCc1ccc2scnc2c1,378.5,2.41,2,5,0.488,1
mature,CCC(NC(=O)OCCCc1ccccc1)C(=O)NC(C#N)C(=O)NCc1cccs1,442.5,2.51,3,6,0.462,1
mature,CCCC#CCNC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1,378.5,3.44,2,3,0.692,1
mature,Cc1ccccc1CSSC[C@@H](C#N)NC(=O)C(Cc1ccccc1)NCC(=O)NCCc1ccccc1,546.8,4.44,3,6,0.193,0
mature,COC1OC(C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)CNC(=O)OC(C)(C)C)c2ccccc21,601.7,3.95,3,7,0.286,0
mature,CC(C)CC(NC(=O)CNC(=O)OCc1ccc(O)cc1)C(=O)C(NC(=O)c1ccccc1)C(=O)O,499.5,1.6,5,7,0.274,1
mature,CN1c2ccc(-c3cccc(CNS(C)(=O)=O)c3)cc2N2CCCC12,357.5,2.78,1,4,0.914,1
mature,CC(C)OC(=O)C(CC(Cc1ccccc1)C(=O)NCCc1ccccc1)NC(=O)c1ccc(F)cc1,504.6,4.48,2,4,0.356,0
mature,N#Cc1cc2c3c([nH]c2cc1Cl)CN(C(=O)C(C#N)CSc1ccccc1F)CC3,438.9,4.65,1,4,0.601,1
mature,CCCC(=O)C(=C=C(C#N)c1ccccc1)C#N,236.3,3.01,0,3,0.458,1
mature,O=C(NCCOC(=O)N1CCc2ccccc2C1)c1csc(C2CCCCC2)n1,413.5,4.12,1,5,0.749,1
mature,N#Cc1nc(NC2CCCCC2)nc(-c2ccsc2)n1,285.4,3.22,1,6,0.937,1
mature,N#CC(NC(CCc1ccccc1)C(=O)Cc1ccccc1)C(=O)N1CCCC1,389.5,2.9,1,4,0.716,1
mature,CC(C)C[C@@H](C#N)NC(=O)OCCCNC(=O)OCc1ccccc1,347.4,2.97,2,5,0.669,1
mature,N#CC(Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)Cn1cc(S(=O)(=O)N2CCCC2)ccc1=O,518.6,2.74,1,5,0.444,0
mature,N#CCNC(=O)c1c(O)c(-c2ccccc2)nn1C1CCCC1,310.4,2.62,2,4,0.849,1
mature,C=C(Cc1cc(Br)c2ccccc2c1)C(=O)N[C@H](C#N)CC(C)C,385.3,4.76,1,2,0.73,1
mature,CC(=O)OCCC(=O)O[C@H]1CCC[C@H]1c1ccccc1,276.3,2.82,0,4,0.776,1
mature,Cn1nccc1C(=O)NC(/C=C/c1csc2c(F)cccc12)C(=O)NCCc1ccc(S(C)(=O)=O)cc1,540.6,3.35,2,6,0.338,0
mature,COc1ccccc1CNC(=O)/C=C/[C@H](CC(C)C)NC(=O)C(NC(=O)CCC(=O)O)C(C)C,475.6,2.4,4,5,0.305,1
mature,CC(C)CC(CO)C(=O)N1C[C@@H]2OC(=O)C2C1C(=O)N[C@H](NC(C)C(=O)Cc1ccccc1)C(C)C,501.6,1.28,3,7,0.291,0
mature,COC[C@H]1OC(C(=O)N[C@H](C)Cc2ccc(OC)cc2)N2C[C@H]1C(NC(=O)C(CC(C)C)NC(=O)CCS(=O)(=O)c1ccccc1)C2=O,686.8,1.45,3,9,0.237,0
mature,CC(=O)NC(Cc1ccccc1)C(N=C=S)NC(Cc1ccc(C(F)(F)F)cc1)C(=O)N1CCC[C@H]1C(C)(C)C,574.7,5.42,2,5,0.294,0
mature,COC1CN(C(=O)C(NC(=O)CSc2cccc(C#N)c2)[C@@H](C)c2ccccc2)CN(S(C)(=O)=O)C1,530.7,2.02,1,7,0.493,0
mature,N#CC(NC(=O)c1cccc(-c2ccccc2-c2ccccc2)c1)C(=O)N[C@H](C#N)Cc1ccccc1,484.6,4.89,2,4,0.371,1
mature,CSCCC(NC(=O)Oc1ccccc1)C(=O)NC(C(=O)NCCc1cccs1)c1ccccc1,511.7,4.17,3,6,0.339,0
mature,C[C@@H](c1ccccc1)[C@@H](C#N)NC(=O)C1CCCN1C(=O)C(Cc1ccccc1)NC(=O)Cc1ccccc1,522.6,3.76,2,4,0.423,0
mature,CCOC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)C#N,393.4,2.16,2,5,0.635,1
mature,CC(C)=C1C2C(=O)[C@@H]3CC=CC[C@@]3(OC(=O)c3ccc(Br)s3)[C@H]2[C@@H]2CCCCC[C@@H]12,489.5,6.73,0,4,0.342,0
mature,CC(C)(C)OC(=O)COC(=O)NCC#N,214.2,0.58,1,5,0.548,1
mature,O=C(CCNC(=O)OCc1ccccc1)NCC(=O)NC(CC1CCCCC1)C(=O)NCCc1ccccc1,536.7,3.23,4,5,0.295,0
mature,CC(C)CC(C)[C@H](COC(=O)NC1(C#N)CC1)C(C)(C)C,294.4,4.11,1,3,0.801,1
mature,N#CCNC(=O)C(=O)NC(CCCc1ccccc1)C1Oc2ccccc2O1,379.4,1.93,2,5,0.566,1
mature,N#C[C@H](CC1CCCCC1)NC(=O)C[C@H](Cc1ccccc1)NC(=O)c1ccc(F)cc1,435.5,4.54,2,3,0.607,1
mature,COC(=O)C(OC(=O)NC(C(=O)N[C@H](/C=C/C=C/C(=O)OC(C)(C)C)Cc1ccccc1)c1ccccc1)c1ccccc1,598.7,5.55,2,7,0.121,0
mature,CC(C)C(NS(=O)(=O)CC#N)C(=O)NC(Cc1ccccc1)C(=O)NCC#N,405.5,-0.18,3,6,0.459,1
mature,C#C[C@H](C)NC(=O)CSCCNC(=O)C(CCc1ccccc1)NC(=O)C(N)c1ccc(-c2ccccc2)cc1,556.7,3.46,4,5,0.179,0
mature,CCCC(NC(=O)C(Nc1nc(-c2ccccc2)cs1)C(=O)NCCc1ccccc1)C(=O)N1CCOCC1,549.7,3.09,3,7,0.299,0
mature,O=C(CCl)C(Cc1cccc2ccccc12)C(=O)NC(Cc1ccccc1)C(=O)N1CS1(=O)=O,499.0,2.66,1,5,0.278,1
mature,CC(C)(C)OC(=O)C1CCCC(NC(=O)/C=C/C(=O)N(Cc2ccccc2)C(=O)OC(C)(C)C)C(=O)N1,515.6,3.0,2,7,0.44,0
mature,COc1cc(C(=O)N[C@H](CC#N)Cc2ccccc2)cc(-c2nnc(-c3ccccc3)o2)c1,438.5,4.67,1,6,0.429,1
mature,N#CCCN1C(=O)C(c2ccccc2)NC(=O)C2=C(Cc3ccccc3)C(=O)O[C@H]1CC[C@H]2OCc1ccccc1,549.6,4.39,1,6,0.418,0
mature,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)Cc1ccccc1)C(=O)OCc1ccccc1,486.6,4.23,2,4,0.375,1
mature,CC1CCCN(CC(=O)O)C(=O)C(C)NC(=O)O1,258.3,0.2,2,4,0.737,1
mature,COc1nc(OC)c2cccc(C#N)c2n1,215.2,1.52,0,5,0.759,1
mature,CC(C)=CC(Cc1ccccc1)C(NC(=O)C1COC(=O)C1)NC(C(=O)NC(=O)OCc1ccccc1)C(C)C,549.7,3.88,3,7,0.209,0
mature,CO[C@@H](C)C(NC(=O)c1cccc(Cl)c1)C(=O)NCCOc1cccc2ccccc12,440.9,3.82,2,4,0.496,1
mature,CSCC(NC(=O)C(CC(C)C)NC(=O)OCc1ccccc1)C(=O)NCCCN1CCOCC1,508.7,2.01,3,7,0.33,0
mature,CCSCC(C(=O)NCC#N)C(=O)c1cccc(-c2ccc(F)cc2)c1,370.4,3.68,1,4,0.437,1
mature,CC(=O)C(C#N)NC(=O)OCCc1cccc(-c2ccccc2)c1,322.4,3.1,1,4,0.886,1
mature,CCO[C@@H](Cc1ccc(Br)cc1)C(NC(=O)C1Cc2ccccc2C1)C(=O)N(C)CC,487.4,3.77,1,3,0.586,1
mature,O=C1CCCC(C(=O)NC(Cc2ccc(Br)cc2)C(=O)NCc2ccccc2)NC(=O)c2cc(Br)ccc2CN1,670.4,4.15,4,4,0.303,0
mature,CC(C(=O)N(C#N)C(Cc1ccccc1)C(=O)N1Cc2ccccc2C1C(=O)O)C(C)(C)C,447.5,3.76,1,4,0.537,1
mature,COc1ccc2c(C#N)c(-c3cc(F)c(-c4ccc(F)s4)c(C#N)c3)ccc2c1,402.4,6.27,0,4,0.406,0
mature,CC(C)COC(=O)NC(CC(C)C)C(=O)NCCc1cccc(C#N)c1,359.5,3.01,2,4,0.709,1
mature,CC(C)CC(C(=O)C#N)C(=O)NC(Cc1ccccc1)C(=O)N1CCC[C@H]1OC(=O)Nc1ccccc1,504.6,3.67,2,6,0.375,0
mature,N#Cc1cccc(C(=O)NC(CC2CCCCC2)C(=O)NC(=O)c2ccccc2)c1,403.5,3.58,2,4,0.77,1
mature,COC(=O)NC/C=C/[C@H](Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)CCNC(=O)c1ccccc1,556.7,3.17,4,5,0.227,0
mature,CC(C)OC(=O)C(=O)NC(=O)C(Cc1ccccc1)=N[C@@H](Cc1ccccc1)c1nnc(C2CC2)o1,488.5,3.51,1,8,0.278,1
mature,CC(C)CC(NC(=O)OCc1ccccc1)C(C(=O)N[C@H](C#N)CS(=O)(=O)c1ccccc1)C(C)C,513.7,4.08,2,6,0.44,0
mature,C#CN(Cc1ccccc1)[C@H](CC)NC(=O)OC(C)(C)C,288.4,3.34,1,3,0.513,1
mature,CS(=O)(=O)CCc1cc(C(=O)N[C@H](C#N)CC2CCCCC2)cc(C(F)(F)F)c1,430.5,3.88,1,4,0.711,1
mature,Cc1csc(NC(=O)OC2(C#N)CC2)n1,223.3,2.06,1,5,0.832,1
mature,CC(NC(=O)OCCCc1ccccc1)C(=O)NCC#N,289.3,1.37,2,4,0.586,1
mature,CC(C)CCNC(=O)C(NC(=O)C1CCCN1C(=O)C(=O)OCc1ccccc1)C(C)C,445.6,2.02,2,5,0.447,1
mature,COc1ccc(C(C(=O)NC(CCc2ccccc2)C(=O)c2ccccc2)c2ccc(-c3ccco3)cc2)cc1,529.6,7.09,1,4,0.186,0
mature,CC[C@H](C#N)NC(=O)C(Cc1ccccc1)NC(=O)OCc1ccc(-c2ccccc2)cc1,441.5,4.61,2,4,0.507,1
mature,CC(C)(C)OC(=O)C(CC1CCCCC1)NC(=O)C1CCCN1C(=O)Oc1ccccc1,444.6,4.45,1,5,0.656,1
mature,CC(C)C(NC(=O)c1cccc(-c2ccccc2)c1)C(=O)C(=O)NC1(C#N)CC(F)C1,421.5,3.19,2,4,0.671,1
mature,CC(C)OC(=O)N1CCCCC1OC(=O)C1(NC(=O)OC(C)(C)C)CC1,370.4,2.94,1,6,0.604,1
mature,C[C@@H]1Cc2c(Br)cccc2CN1C(=O)C(C#N)NC(=O)OCc1ccccc1,442.3,3.54,1,4,0.786,1
mature,O=C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)N1CCOCC1,395.5,1.52,2,4,0.776,1
mature,CC[C@H](CCNC(=O)C(C)NC(=O)C1CCC[C@H]1NC(=O)c1ccc(-c2ccccc2)cc1)C(F)(F)F,517.6,4.85,3,3,0.421,0
mature,CC(C)CCOC(=O)NC1CCCC(C(=O)NCCC#N)C1=O,323.4,1.53,2,5,0.545,1
mature,C[C@@H](CCC(=O)NCC#N)NC(=O)C(Cc1ccccc1)NC(=O)c1ccc(-c2ccccc2)cc1,482.6,3.62,3,4,0.363,1
mature,COc1ccc(CNC(CC(C)C)C(=O)NC(CCSC)C(C=O)NC(=O)c2ccc(O)cc2)cc1,515.7,3.14,4,7,0.269,0
mature,CC(=O)NC(Cc1ccccc1)C(=O)N[C@@H]1CCC(=O)NC1C(=O)NCNC(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)C(=O)O,664.8,0.16,7,7,0.097,0
mature,Cc1ncc2n1CN(C(=O)C(Cc1ccccc1)N(Cc1ccccc1)C(=O)C1CCCN1S(=O)(=O)c1ccccc1)C2,597.7,3.98,0,5,0.291,0
mature,C[C@H](Cc1ccccc1)NC(=O)C(CCC#N)NC(Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)c1ccccc1,572.8,5.71,3,4,0.17,0
mature,CC(CS(=O)(=O)CC(C)(C)C)C(C)C(=O)NC(Cc1ccc(-c2ccccc2)cc1)C(=O)N1CCCC1C(=O)NC(C#N)C#N,633.8,3.64,2,7,0.361,0
mature,CC(C)OC(=O)NC(C#N)C#N,167.2,0.54,1,4,0.65,1
mature,C=C[C@@H](C)Nc1nnc(-c2ccc(OC)cc2)o1,245.3,2.73,1,5,0.821,1
mature,CC[C@@H](NC(=O)C(Cc1ccccc1)NC(=O)OC(C)C)c1ccccc1,368.5,4.0,2,3,0.74,1
mature,CCS(=O)(=O)c1ccccc1CCCCNC(=O)C(=O)NC(Cc1ccccc1)C(=O)N1CCOCC1,529.7,1.51,2,6,0.336,0
mature,N#CCNC(=O)OC[C@H](NC(=O)Cc1cccc(-c2ccccc2)c1)C(F)(F)F,405.4,3.19,2,4,0.692,1
mature,CCCC[C@@H](COC(=O)NCC#N)CC(=O)O,242.3,1.52,2,4,0.628,1
mature,CC(C)C(=O)NC(C(=O)C(NC(=O)C(=O)c1ccccc1)C(=O)CC(=O)O)C(C)C,418.4,0.76,3,6,0.273,1
mature,CC1(C)C[C@@H]2C[C@@H](NC(=O)C(Cc3ccc(OC(F)(F)F)cc3)NC(=O)C3CCCC3)CN2S1(=O)=O,531.6,2.87,2,5,0.563,0
mature,CC(C)CC(NC(=O)C(CC(C)C)NC(C)C)C(=O)NC(Cc1ccccc1)C(=O)O,433.6,2.74,4,4,0.383,1
mature,O=C(NC(Cc1ccccc1)C(=O)N1CCOCC1)C(Cc1ccccc1)NS(=O)(=O)c1ccccc1,521.6,2.16,2,5,0.426,0
mature,CC(C)C(/C=C/CCC#Cc1ccc([N+](=O)[O-])cc1)=C\C#N,294.4,4.39,0,3,0.202,1
mature,CC(C)C[C@@H](C#N)NC(=O)C1N2C(C(=O)N3CC[C@@H](Cl)C3)N(C(=O)OC(C)(C)C)C[C@@H]2C1(C)C,496.1,2.54,1,6,0.587,1
mature,CNC(=O)C(CC1CCCCC1)NC(=O)C(C)NC(=O)C(C)c1ccccc1,387.5,2.5,3,3,0.64,1
mature,CCCOC(=O)Nc1nc2ccccc2s1,236.3,3.25,1,4,0.889,1
mature,CC(C)CC(NC(Cc1ccccc1)C(=O)NCc1ccccc1)C(=O)N[C@H](COCc1ccccc1)CC(C)C,557.8,5.67,3,4,0.2,0
mature,CCC(NC(=O)C(CCC1CCCCC1)NC(=O)C(CC(C)C)NC(=O)OCc1ccccc1)C(=O)Nc1ccccc1C,606.8,6.01,4,5,0.197,0
mature,CCCC(NC(=O)C(C)CSC)C(=O)C(=O)N[C@H](C)CCc1ccccc1,392.6,2.98,2,4,0.536,1
mature,CCNC(=O)C(Cc1cc(F)cc(F)c1)NS(=O)(=O)c1cccc(OCCS(C)(=O)=O)c1,490.6,1.41,2,6,0.492,1
mature,CC(NC(=O)OCc1ccccc1)C(=O)NC(CSCc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,563.7,3.53,4,6,0.236,0
mature,CS(=O)(=O)NCc1ccc(-c2cccc(C#N)c2)cc1,286.4,2.27,1,3,0.937,1
mature,CC(C)(C)[C@H](NC(=O)C(C#N)NC(=O)c1cccc2[nH]cc(Cl)c12)c1c(F)cc(-c2cccc(C(F)(F)F)c2)cc1F,603.0,7.31,3,3,0.202,0
mature,CC(C)N(C(=O)OCc1cccc(-c2ccccc2)c1)C(C)C(=O)O,341.4,4.17,1,3,0.856,1
mature,CCOC(=O)NC(CC1CCCC1)C(=O)NC(Cc1ccccc1)C(=O)C(N)=O,403.5,1.46,3,5,0.51,1
mature,CCC(C)OC(=O)N1CCCC1C(=O)NC(CSc1ccc(-c2ccccc2)cc1)C(=O)N[C@H](C#N)C(C)(C)C,564.8,5.38,2,6,0.375,0
mature,O=C(NC(Cc1ccccc1)C(=O)NCCN1CCOCC1)c1ccc(-c2ccccc2)cc1,457.6,3.14,2,4,0.518,1
mature,NCCCCC(NC(=O)OCc1ccccc1)C(=O)N[C@H]1CC[C@@H]2CC(C(=O)NC(=O)N3CCc4cc5ccccc5cc4C3)CC[C@H]21,653.8,5.17,4,6,0.223,0
mature,N#C[C@H](Cc1ccc(O)cc1)NC(=O)C(Cc1ccccc1)NC(=O)C=CC/C=C/CCc1ccccc1,507.6,4.81,3,4,0.228,0
mature,C#CCNC(=O)C(Cc1ccccc1)NC(C(=O)NCC(F)(F)F)C(C)C,383.4,1.64,3,3,0.568,1
mature,CC(C)Cc1c(Br)ccc2c1[C@H]1CCN(C2)C2(CCCCC2)CNC(=O)C(NS(C)(=O)=O)C(=O)N1,569.6,2.76,3,5,0.484,0
mature,O=C(NCc1ccccc1[C@H](CSCc1ccccc1)NC(=O)c1ccc(C(F)(F)F)o1)c1ccccc1,538.6,6.63,2,4,0.238,0
mature,CS(=O)(=O)c1ccc([C@H](CC(F)(F)F)NC(=O)C(CC2CCCCC2)NC(=O)C#N)cc1,473.5,3.18,2,5,0.563,1
mature,CSCCC(NC(=O)C(Cc1ccccc1)NC(=O)OC(C)C)C(=O)NCC#N,420.5,1.61,3,6,0.468,1
mature,CC(C)CCNC(=O)C(Cc1nc2ccccc2s1)NC(=O)OCc1ccccc1,425.6,4.3,2,5,0.536,1
mature,CC(=O)N(C)C/C=C/C[C@H](C)NC(=O)/C=C/c1ccc2ccccc2c1,350.5,3.78,1,2,0.61,1
mature,CC(C)N(C)C(=O)C(NC(=O)Cc1ccc(C(F)(F)F)cc1)C(=O)OCc1ccccc1,450.5,3.34,1,4,0.495,1
mature,CS(=O)(=O)CCNC(=O)C(=O)NC(CCC1CCCCC1)C(=O)N=C(Cc1ccccc1)C(=O)N1CCOCC1,576.7,1.06,2,7,0.295,0
mature,C[C@H](NC(=O)C1(C(=O)NC(Cc2ccccc2)C(=O)NCC#N)Cc2ccccc2O1)c1ccccc1,496.6,2.6,3,5,0.311,1
mature,N#C[C@H](Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)C=CS(=O)(=O)c1ccccc1,487.6,2.95,2,5,0.427,1
mature,O=C(Nc1ccccc1)N1CCC[C@@H](COc2ccc(F)cc2)C1,328.4,4.15,1,2,0.916,1
mature,N#C[C@H](/C=C/C(=O)NCC(F)F)Cc1cccc2ccccc12,314.3,3.46,1,2,0.83,1
mature,Cc1ccc(CCOC(=O)NCC[C@@H]2CCOc3ccc(C#N)cc3OCC(=O)N2)cc1,437.5,2.87,2,6,0.719,1
mature,CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)NC1CSC(=O)C(CC(C)C)NC(=O)C(C(C)C)NC1=O,541.8,1.32,5,7,0.264,0
mature,N#CC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)N1CCCC1,375.5,2.72,1,3,0.809,1
mature,C=CCC(NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)c1ccccc1)C(=O)N[C@H](C#N)c1ccccc1,627.7,4.2,4,5,0.146,0
mature,COc1cccc(-c2cc(S(C)(=O)=O)ccc2OCCN(C)C#N)c1,360.4,2.56,0,6,0.558,1
mature,CC(C)(C)OC(=O)NCC(=O)NCC#N,213.2,0.15,2,4,0.653,1
mature,CC(C)CC(C#N)NC(=O)OC(=O)N[C@H](C)c1ccccc1,303.4,3.12,2,4,0.817,1
mature,N#CN1CCC2CS(=O)(=O)C21,172.2,-0.46,0,4,0.464,1
mature,CSc1nc(C#N)c2cc(Cl)ccc2n1,235.7,2.88,0,4,0.563,1
mature,CC[C@H](CS(=O)(=O)/C=C/c1ccccc1)N(NC(=O)c1ccccc1)C(=O)OC(C)(C)C,458.6,4.43,1,5,0.62,1
mature,CN(C#N)S(=O)(=O)N1C[C@H](NC(=O)C(=O)NC2CCCCC2)[C@@H](S(=O)(=O)c2ccc(Cl)cc2)C1,532.0,0.39,2,7,0.305,0
mature,CCCCCCCOC1=CS(=O)(=O)N2CC(=O)C12,273.4,1.41,0,4,0.658,1
mature,O=C(c1ccccc1-c1nc2ccccc2[nH]1)N1CCCCC1,305.4,3.86,1,2,0.781,1
mature,N#CC1(NC(=O)C(=O)Nc2cc(F)ccc2-c2ccc(C3CCCCC3)cc2)CC1,405.5,4.65,2,3,0.727,1
mature,C[CH]NC(Cc1cccs1)C(=O)C(C#N)NC(=O)C(Cc1ccccc1)NC(=O)Oc1ccccc1,503.6,3.41,3,7,0.348,0
mature,COc1ccccc1[C@@H](C)NC(=O)c1nc(C#N)nc(N2CCOCC2)n1,368.4,1.08,1,8,0.834,1
mature,CC(=O)C1CCCN1C(=O)C(c1ccccc1)[C@H](C)N(C)C(=O)c1ccccc1,392.5,3.51,0,3,0.756,1
mature,CC(C)CO[C@@H](CNC(=O)C(N)=O)C[C@H]1NC(=O)C[C@@H]1OC(=O)c1ccccc1,405.5,0.13,3,6,0.395,1
mature,C=CCOc1cccc(NC(=O)C(=O)NC(C(=O)N2CCOCC2)c2ccccc2)c1,423.5,1.91,2,5,0.524,1
mature,CC[C@H](NC(=O)C(CC(C)C)NC(=O)C=CS(=O)(=O)c1ccc(C)cc1)c1cccc(C(F)(F)F)c1,524.6,5.1,2,4,0.423,0
mature,O=C(NC(/C=C/c1ccccc1)C(=O)NC(C(=O)NC1CCCCC1)S(=O)(=O)c1cccc(Br)c1)OCc1ccccc1,668.6,5.12,3,6,0.26,0
mature,O=C(NC(C(=O)NC(COCc1ccccc1)S(=O)(=O)c1ccccc1)c1ccc(-c2ccccc2)cc1)C1CCCCC1,610.8,6.22,2,5,0.198,0
mature,O=C(NC(Cc1ccccc1)C(=O)Nc1ccccc1)C(=O)N[C@H](/C=C/c1ccccc1)CSc1ccccc1,549.7,5.34,3,4,0.174,0
mature,C[C@@H]1OC(=O)C2[C@H]1C[C@H]2NCCc1ccccc1,245.3,1.77,1,3,0.822,1
mature,O=C(C/C=C/c1c[nH]c2ccccc12)NC(Cc1ccccc1)C(=O)NC(CCc1ccccc1)C(=O)N[C@H]1CC(=O)O1,578.7,3.81,4,5,0.179,0
mature,O=C(Nc1cccc(Br)c1)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NCCC(=O)c1ccccc1,641.6,5.3,4,4,0.148,0
mature,CC[C@H](C)C(NC(C#N)C(CCc1ccccc1)NC(=O)c1ccccc1-c1ccco1)C(=O)O,473.6,4.66,3,5,0.352,1
mature,CC(C)CC(NC(=O)C(NC(=O)OCc1ccccc1)c1ccccc1)C(=O)OCCc1ccccc1,502.6,4.97,2,5,0.341,0
mature,CC(C)(C)C(NC(=O)C(Cc1ccccc1)n1c(=O)oc2cc3ccccc3cc21)C(=O)NC1(C#N)CC1,510.6,4.23,2,5,0.386,0
mature,CC(C)OC(=O)N(C)C,131.2,1.09,0,2,0.533,1
mature,CCCCCCC(=O)NC(C(=O)N[C@H](CC#N)NC(=O)OCc1cccc(-c2ccccc2)c1)C(=O)c1ccccc1,568.7,5.27,3,6,0.099,0
mature,Cc1ccccc1CC(C(=O)OCCc1ccccc1)C(C#N)NC(=O)CN1C(=O)C[C@@H]1CN1CCCCC1,530.7,3.03,1,6,0.334,0
mature,CCNC(=O)c1cc2ccccc2cc1S(=O)(=O)N(C(=O)OCc1ccccc1)C(C)C,454.5,4.33,1,5,0.574,1
mature,CC(C)C[C@@H](CC#N)NC(=O)C(Cc1c[nH]c2ccccc12)NCCc1ccccc1,416.6,4.36,3,3,0.434,1
mature,CC(C)C[C@@H](C#N)NC(=O)C(NC1=CCCC(=O)CC1N(CC(C)C)S(=O)(=O)c1ccc(F)cc1)C(C)C,548.7,4.15,2,6,0.405,0
mature,C[C@@H](Nc1nnc2n1C(C(=O)NCC#N)[C@@H]1CCCC[C@H]21)c1ccc(C(F)(F)F)cc1,432.5,3.94,2,5,0.698,1
mature,Cc1ccccc1C(NC(=O)C(=O)NC(C(=O)NCc1ccccc1)C(C)C)C(=O)N1CCCC1,478.6,2.23,3,4,0.506,1
mature,COC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)CC(NC(=O)c1ccc(O)cc1)C(=O)N[C@@H](C)C(C)C,630.7,2.67,5,7,0.161,0
mature,N#CCCNC(=O)c1cc(-c2ccccc2)nn1-c1ccccc1,316.4,3.18,1,3,0.735,1
